學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,city_name,總計,sector,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女
44,國立體育大學,D 日,M 碩士,74,57,52,69,41,24,28,15,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,03 桃園市,1 一般,105,桃園市,360.0,公立,,,,,,,,,,,,,,,,,,,,
44,國立體育大學,D 日,B 學士,238,155,261,140,230,148,196,139,0.0,0.0,0.0,0.0,0.0,0.0,100,34.0,03 桃園市,1 一般,105,桃園市,1641.0,公立,,,,,,,,,,,,,,,,,,,,
44,國立體育大學,N 職,M 碩士,39,40,33,40,12,7,10,7,5.0,1.0,1.0,1.0,0.0,0.0,0,0.0,03 桃園市,1 一般,105,桃園市,196.0,公立,,,,,,,,,,,,,,,,,,,,
44,國立體育大學,N 修,C 二年制,0,0,0,0,31,17,18,14,0.0,0.0,0.0,0.0,0.0,0.0,18,8.0,03 桃園市,1 一般,105,桃園市,106.0,公立,,,,,,,,,,,,,,,,,,,,
46,國立臺北護理健康大學,D 日,D 博士,1,11,0,12,0,13,0,11,0.0,10.0,0.0,4.0,0.0,3.0,0,0.0,30 臺北市,2 技職,105,臺北市,65.0,公立,,,,,,,,,,,,,,,,,,,,
46,國立臺北護理健康大學,D 日,M 碩士,36,154,30,135,13,108,6,83,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30 臺北市,2 技職,105,臺北市,565.0,公立,,,,,,,,,,,,,,,,,,,,
46,國立臺北護理健康大學,D 日,B 四技,176,539,154,505,150,438,117,388,0.0,0.0,0.0,0.0,0.0,0.0,15,29.0,30 臺北市,2 技職,105,臺北市,2511.0,公立,,,,,,,,,,,,,,,,,,,,
46,國立臺北護理健康大學,D 日,C 二技,0,0,0,0,18,372,13,352,0.0,0.0,0.0,0.0,0.0,0.0,2,9.0,30 臺北市,2 技職,105,臺北市,766.0,公立,,,,,,,,,,,,,,,,,,,,
46,國立臺北護理健康大學,D 日,X 4+X,0,0,7,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,30 臺北市,2 技職,105,臺北市,22.0,公立,,,,,,,,,,,,,,,,,,,,
46,國立臺北護理健康大學,N 職,M 碩士,13,54,11,39,3,41,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30 臺北市,2 技職,105,臺北市,175.0,公立,,,,,,,,,,,,,,,,,,,,
46,國立臺北護理健康大學,N 修,C 二技,0,0,0,0,4,246,4,210,6.0,223.0,0.0,0.0,0.0,0.0,0,32.0,30 臺北市,2 技職,105,臺北市,725.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,D 日,D 博士,4,2,3,1,1,5,1,1,4.0,1.0,1.0,1.0,0.0,0.0,0,0.0,50 高雄市,2 技職,105,高雄市,25.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,D 日,M 碩士,20,46,25,55,6,16,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,50 高雄市,2 技職,105,高雄市,173.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,D 日,B 四技,235,582,220,578,211,589,192,582,0.0,0.0,0.0,0.0,0.0,0.0,9,11.0,50 高雄市,2 技職,105,高雄市,3209.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,D 日,C 二技,0,0,0,0,14,37,8,37,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,50 高雄市,2 技職,105,高雄市,98.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,D 日,5 五專,21,29,20,31,17,32,9,25,13.0,12.0,0.0,0.0,0.0,0.0,0,0.0,50 高雄市,2 技職,105,高雄市,209.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,N 職,M 碩士,17,13,17,15,2,5,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,50 高雄市,2 技職,105,高雄市,74.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,N 修,B 四技,75,165,54,168,58,175,59,166,0.0,0.0,0.0,0.0,0.0,0.0,2,6.0,50 高雄市,2 技職,105,高雄市,928.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,N 修,C 二技,0,0,0,0,37,121,35,99,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,50 高雄市,2 技職,105,高雄市,298.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,N 修,X 4+X,13,26,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,50 高雄市,2 技職,105,高雄市,41.0,公立,,,,,,,,,,,,,,,,,,,,
47,國立高雄餐旅大學,N 修,2 二專,49,87,32,89,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9,10.0,50 高雄市,2 技職,105,高雄市,276.0,公立,,,,,,,,,,,,,,,,,,,,
48,國立金門大學,D 日,M 碩士,53,31,41,27,21,16,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,71 金門縣,1 一般,105,金門縣,201.0,公立,,,,,,,,,,,,,,,,,,,,
48,國立金門大學,D 日,B 學士,410,408,418,405,431,403,338,418,28.0,18.0,0.0,0.0,0.0,0.0,100,39.0,71 金門縣,1 一般,105,金門縣,3416.0,公立,,,,,,,,,,,,,,,,,,,,
48,國立金門大學,N 職,M 碩士,16,9,20,4,15,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,71 金門縣,1 一般,105,金門縣,65.0,公立,,,,,,,,,,,,,,,,,,,,
48,國立金門大學,P 進,B 學士,123,105,115,84,110,77,87,71,0.0,0.0,0.0,0.0,0.0,0.0,38,23.0,71 金門縣,1 一般,105,金門縣,833.0,公立,,,,,,,,,,,,,,,,,,,,
49,國立臺灣體育運動大學,D 日,M 碩士,51,43,41,43,34,21,19,15,1.0,4.0,1.0,1.0,0.0,0.0,0,0.0,19 臺中市,1 一般,105,臺中市,274.0,公立,,,,,,,,,,,,,,,,,,,,
49,國立臺灣體育運動大學,D 日,B 學士,350,241,338,229,315,228,283,219,0.0,0.0,0.0,0.0,0.0,0.0,148,52.0,19 臺中市,1 一般,105,臺中市,2403.0,公立,,,,,,,,,,,,,,,,,,,,
49,國立臺灣體育運動大學,N 職,M 碩士,26,11,21,14,11,5,7,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,19 臺中市,1 一般,105,臺中市,97.0,公立,,,,,,,,,,,,,,,,,,,,
49,國立臺灣體育運動大學,P 進,B 學士,70,29,54,20,56,22,48,20,0.0,0.0,0.0,0.0,0.0,0.0,26,4.0,19 臺中市,1 一般,105,臺中市,349.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,D 日,M 碩士,77,92,66,81,19,29,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19 臺中市,2 技職,105,臺中市,384.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,D 日,B 四技,423,972,357,1006,341,860,318,827,0.0,0.0,0.0,0.0,0.0,0.0,62,54.0,19 臺中市,2 技職,105,臺中市,5220.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,D 日,C 二技,0,0,0,0,146,578,129,645,0.0,0.0,0.0,0.0,0.0,0.0,18,69.0,19 臺中市,2 技職,105,臺中市,1585.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,D 日,2 二專,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,19 臺中市,2 技職,105,臺中市,2.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,D 日,5 五專,152,524,133,575,158,623,120,610,155.0,596.0,0.0,0.0,0.0,0.0,13,28.0,19 臺中市,2 技職,105,臺中市,3687.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,N 職,M 碩士,36,43,25,41,6,6,2,1,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,19 臺中市,2 技職,105,臺中市,164.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,N 修,B 四技,194,319,174,341,186,357,143,359,0.0,0.0,0.0,0.0,0.0,0.0,42,59.0,19 臺中市,2 技職,105,臺中市,2174.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,N 修,C 二技,0,0,0,0,39,147,52,106,0.0,0.0,0.0,0.0,0.0,0.0,12,22.0,19 臺中市,2 技職,105,臺中市,378.0,公立,,,,,,,,,,,,,,,,,,,,
50,國立臺中科技大學,N 修,2 二專,3,65,9,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.0,19 臺中市,2 技職,105,臺中市,163.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,D 日,M 碩士,35,39,27,36,7,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30 臺北市,2 技職,105,臺北市,151.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,D 日,B 四技,173,422,139,409,165,379,123,374,0.0,0.0,0.0,0.0,0.0,0.0,14,50.0,30 臺北市,2 技職,105,臺北市,2248.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,D 日,C 二技,0,0,0,0,66,321,70,308,0.0,0.0,0.0,0.0,0.0,0.0,6,17.0,30 臺北市,2 技職,105,臺北市,788.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,D 日,5 五專,85,271,111,292,114,287,87,300,94.0,280.0,0.0,0.0,0.0,0.0,18,46.0,30 臺北市,2 技職,105,臺北市,1985.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,N 職,M 碩士,4,7,8,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30 臺北市,2 技職,105,臺北市,25.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,N 修,B 四技,49,126,59,104,31,117,42,109,0.0,0.0,0.0,0.0,0.0,0.0,9,14.0,30 臺北市,2 技職,105,臺北市,660.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,N 修,C 二技,0,0,0,0,118,298,130,314,0.0,0.0,0.0,0.0,0.0,0.0,15,29.0,30 臺北市,2 技職,105,臺北市,904.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,N 修,X 4+X,4,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30 臺北市,2 技職,105,臺北市,9.0,公立,,,,,,,,,,,,,,,,,,,,
51,國立臺北商業大學,N 修,2 二專,0,0,0,1,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20,16.0,30 臺北市,2 技職,105,臺北市,44.0,公立,,,,,,,,,,,,,,,,,,,,
52,國立屏東大學,D 日,D 博士,4,3,2,8,7,3,5,0,5.0,3.0,3.0,2.0,2.0,0.0,0,0.0,13 屏東縣,1 一般,105,屏東縣,47.0,公立,,,,,,,,,,,,,,,,,,,,
52,國立屏東大學,D 日,M 碩士,150,196,119,149,56,113,46,94,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13 屏東縣,1 一般,105,屏東縣,923.0,公立,,,,,,,,,,,,,,,,,,,,
52,國立屏東大學,D 日,B 學士,679,971,625,1061,646,988,630,952,0.0,0.0,0.0,0.0,0.0,0.0,99,90.0,13 屏東縣,1 一般,105,屏東縣,6741.0,公立,,,,,,,,,,,,,,,,,,,,
52,國立屏東大學,N 職,M 碩士,44,152,40,108,23,80,12,31,12.0,37.0,2.0,3.0,0.0,0.0,0,0.0,13 屏東縣,1 一般,105,屏東縣,544.0,公立,,,,,,,,,,,,,,,,,,,,
52,國立屏東大學,P 進,B 學士,92,97,42,58,59,75,46,81,0.0,0.0,0.0,0.0,0.0,0.0,28,37.0,13 屏東縣,1 一般,105,屏東縣,615.0,公立,,,,,,,,,,,,,,,,,,,,
144,國立臺灣戲曲學院,D 日,B 四技,54,101,44,90,41,78,37,75,0.0,0.0,0.0,0.0,0.0,0.0,19,9.0,30 臺北市,2 技職,105,臺北市,548.0,公立,,,,,,,,,,,,,,,,,,,,
144,國立臺灣戲曲學院,N 修,B 四技,7,12,14,8,7,8,8,15,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30 臺北市,2 技職,105,臺北市,79.0,公立,,,,,,,,,,,,,,,,,,,,
221,國立臺南護理專科學校,D 日,2 二專,2,43,4,48,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21 臺南市,2 技職,105,臺南市,97.0,公立,,,,,,,,,,,,,,,,,,,,
221,國立臺南護理專科學校,D 日,5 五專,23,341,23,344,28,325,25,324,11.0,316.0,0.0,0.0,0.0,0.0,2,12.0,21 臺南市,2 技職,105,臺南市,1774.0,公立,,,,,,,,,,,,,,,,,,,,
221,國立臺南護理專科學校,N 修,2 二專,4,30,5,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,21 臺南市,2 技職,105,臺南市,73.0,公立,,,,,,,,,,,,,,,,,,,,
222,國立臺東專科學校,D 日,2 二專,214,78,153,82,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9,3.0,14 臺東縣,2 技職,105,臺東縣,539.0,公立,,,,,,,,,,,,,,,,,,,,
222,國立臺東專科學校,D 日,5 五專,48,78,78,64,51,54,62,67,56.0,50.0,0.0,0.0,0.0,0.0,8,7.0,14 臺東縣,2 技職,105,臺東縣,623.0,公立,,,,,,,,,,,,,,,,,,,,
222,國立臺東專科學校,N 修,2 二專,27,24,24,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,14 臺東縣,2 技職,105,臺東縣,101.0,公立,,,,,,,,,,,,,,,,,,,,
1001,東海大學,D 日,D 博士,21,18,25,18,15,16,21,8,23.0,15.0,10.0,13.0,18.0,14.0,0,0.0,19 臺中市,1 一般,105,臺中市,235.0,私立,,,,,,,,,,,,,,,,,,,,
1001,東海大學,D 日,M 碩士,248,218,213,200,159,132,68,62,26.0,28.0,16.0,13.0,0.0,0.0,0,0.0,19 臺中市,1 一般,105,臺中市,1383.0,私立,,,,,,,,,,,,,,,,,,,,
1001,東海大學,D 日,B 學士,1484,1766,1562,1837,1459,1813,1364,1833,22.0,11.0,0.0,0.0,0.0,0.0,355,232.0,19 臺中市,1 一般,105,臺中市,13738.0,私立,,,,,,,,,,,,,,,,,,,,
1001,東海大學,N 職,M 碩士,93,110,105,118,66,58,39,31,28.0,34.0,13.0,20.0,0.0,0.0,0,0.0,19 臺中市,1 一般,105,臺中市,715.0,私立,,,,,,,,,,,,,,,,,,,,
1001,東海大學,P 進,B 學士,49,55,62,65,81,59,56,47,39.0,43.0,0.0,0.0,0.0,0.0,19,6.0,19 臺中市,1 一般,105,臺中市,581.0,私立,,,,,,,,,,,,,,,,,,,,
1002,輔仁大學,D 日,D 博士,35,34,39,31,40,29,27,26,30.0,29.0,25.0,16.0,44.0,33.0,0,0.0,01 新北市,1 一般,105,新北市,438.0,私立,,,,,,,,,,,,,,,,,,,,
