學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,總計,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女,city_name,sector
1058,明道大學,P 進,B 學士,144.0,87.0,107.0,65.0,120.0,68.0,94.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,07 彰化縣,1 一般,108,761.0,482.0,279.0,,,,,,,,,,,,,,,,,,,彰化縣,私立
1060,南開科技大學,D 日,M 碩士,16.0,21.0,24.0,15.0,7.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08 南投縣,2 技職,108,99.0,56.0,43.0,,,,,,,,,,,,,,,,,,,南投縣,私立
1060,南開科技大學,D 日,B 四技,294.0,178.0,373.0,221.0,384.0,199.0,489.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,30.0,08 南投縣,2 技職,108,2476.0,1641.0,835.0,,,,,,,,,,,,,,,,,,,南投縣,私立
1060,南開科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,08 南投縣,2 技職,108,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,南投縣,私立
1060,南開科技大學,D 日,5 五專,66.0,18.0,90.0,20.0,118.0,22.0,143.0,30.0,155.0,34.0,0.0,0.0,0.0,0.0,14.0,5.0,08 南投縣,2 技職,108,715.0,586.0,129.0,,,,,,,,,,,,,,,,,,,南投縣,私立
1060,南開科技大學,N 職,M 碩士,14.0,23.0,11.0,28.0,3.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08 南投縣,2 技職,108,92.0,30.0,62.0,,,,,,,,,,,,,,,,,,,南投縣,私立
1060,南開科技大學,N 修,B 四技,138.0,54.0,108.0,59.0,106.0,51.0,101.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,08 南投縣,2 技職,108,723.0,481.0,242.0,,,,,,,,,,,,,,,,,,,南投縣,私立
1061,中華科技大學,D 日,M 碩士,95.0,14.0,56.0,22.0,8.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,108,205.0,161.0,44.0,,,,,,,,,,,,,,,,,,,臺北市,私立
1061,中華科技大學,D 日,B 四技,547.0,245.0,563.0,271.0,535.0,248.0,643.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,81.0,30 臺北市,2 技職,108,3693.0,2523.0,1170.0,,,,,,,,,,,,,,,,,,,臺北市,私立
1061,中華科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,3.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,108,19.0,5.0,14.0,,,,,,,,,,,,,,,,,,,臺北市,私立
1061,中華科技大學,N 職,M 碩士,45.0,12.0,28.0,11.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,108,105.0,80.0,25.0,,,,,,,,,,,,,,,,,,,臺北市,私立
1061,中華科技大學,N 修,B 四技,242.0,76.0,128.0,26.0,124.0,26.0,165.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,30 臺北市,2 技職,108,853.0,695.0,158.0,,,,,,,,,,,,,,,,,,,臺北市,私立
1061,中華科技大學,N 修,C 二技,0.0,0.0,0.0,0.0,61.0,81.0,85.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,30 臺北市,2 技職,108,301.0,149.0,152.0,,,,,,,,,,,,,,,,,,,臺北市,私立
1062,僑光科技大學,D 日,M 碩士,16.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,108,54.0,26.0,28.0,,,,,,,,,,,,,,,,,,,臺中市,私立
1062,僑光科技大學,D 日,B 四技,602.0,936.0,654.0,993.0,678.0,908.0,614.0,953.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,43.0,19 臺中市,2 技職,108,6451.0,2618.0,3833.0,,,,,,,,,,,,,,,,,,,臺中市,私立
1062,僑光科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,108,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,臺中市,私立
1062,僑光科技大學,N 職,M 碩士,10.0,6.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,108,30.0,18.0,12.0,,,,,,,,,,,,,,,,,,,臺中市,私立
1062,僑光科技大學,N 修,B 四技,679.0,519.0,587.0,460.0,611.0,478.0,558.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,61.0,19 臺中市,2 技職,108,4511.0,2525.0,1986.0,,,,,,,,,,,,,,,,,,,臺中市,私立
1062,僑光科技大學,N 修,X 4+X,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19 臺中市,2 技職,108,9.0,5.0,4.0,,,,,,,,,,,,,,,,,,,臺中市,私立
1063,育達科技大學,D 日,M 碩士,23.0,18.0,27.0,28.0,9.0,21.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05 苗栗縣,2 技職,108,141.0,68.0,73.0,,,,,,,,,,,,,,,,,,,苗栗縣,私立
1063,育達科技大學,D 日,B 四技,203.0,152.0,261.0,319.0,188.0,207.0,238.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,64.0,05 苗栗縣,2 技職,108,1980.0,992.0,988.0,,,,,,,,,,,,,,,,,,,苗栗縣,私立
1063,育達科技大學,N 職,M 碩士,65.0,31.0,46.0,41.0,10.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05 苗栗縣,2 技職,108,206.0,127.0,79.0,,,,,,,,,,,,,,,,,,,苗栗縣,私立
1063,育達科技大學,N 修,B 四技,207.0,134.0,128.0,103.0,131.0,98.0,131.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,15.0,05 苗栗縣,2 技職,108,1097.0,640.0,457.0,,,,,,,,,,,,,,,,,,,苗栗縣,私立
1063,育達科技大學,N 修,C 二技,0.0,0.0,0.0,0.0,119.0,279.0,111.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,05 苗栗縣,2 技職,108,801.0,237.0,564.0,,,,,,,,,,,,,,,,,,,苗栗縣,私立
